,lyrics,artist,song,album_name,genres,spotify_id,popularity,release,danceability,energy,key,mode,valence,tempo,duration_ms
98201,"Vou rebolar só porque você não gosta
Se não quiser me olhar, vira de costas
Você vai ter que aturar
Porque eu vim pra te provocar
E para de falar ""blá, blá, blá""

Ah, ah, ah

Você achou que não tinha
Nada a perder
Que eu fosse boba assim
Pra obedecer
Até que teu beijo é bom
Mas vê abaixa o tom
Você não manda em mim
O jogo é assim

Eu avisei que não ia
Mais te dar moral
A fila andou
E você foi pro final

Até que teu beijo é bom
Mas vê se abaixa o tom
Você não manda em mim
O jogo é
Até que você faz bem
Mas eu sou de ninguém
Sabe o que aconteceu
Você perdeu

Vou rebolar só porque você não gosta
Se não quiser me olhar, vira de costas
Você vai ter que aturar
Porque eu vim pra te provocar
E para de falar ""blá, blá, blá""

Ah, ah, ah

Você achou que não tinha
Nada a perder
Que eu fosse boba assim
Pra obedecer
Até que teu beijo é bom
Mas vê se abaixa o tom
Você não manda em mim
O jogo é assim

Eu avisei que não ia
Mais te dar moral
A fila andou
E você foi pro final

Até que teu beijo é bom
Mas vê abaixa o tom
Você não manda em mim
O jogo é
Até que você faz bem
Mas eu sou de ninguém
Sabe o que aconteceu
Você perdeu

Vou rebolar só porque você não gosta
Se não quiser me olhar, vira de costas
Você vai ter que aturar
Porque eu vim pra te provocar
E para de falar ""blá, blá, blá",Anitta,Blá Blá Blá - Ao Vivo,Meu Lugar,"pop,funk",7waJ0wcUDjR7d6ilnOZN4l,30.0,2014,0.789,0.94,3.0,0.0,0.769,131.987,172582
98234,"Os tribalistas já não querem ter razão
Não querem ter certeza, não querem ter juízo nem religião
Os tribalistas já não entram em questão
Não entram em doutrina, em fofoca ou discussão
Chegou o tribalismo no pilar da construção

Pé em Deus
E fé na Taba
Pé em Deus
E fé na Taba

Um dia já fui chipanzé
Agora eu ando só com o pé
Dois homens e uma mulher
Arnaldo, Carlinhos e Zé

Os tribalistas saudosistas do futuro
Abusam do colírio e dos óculos escuros
São turistas, assim como você e o seu vizinho
Dentro da placenta do planeta azulzinho

Pé em Deus
E fé na Taba
Pé em Deus
E fé na Taba

Um dia já fui chipanzé
Agora eu ando só com o pé
Dois homens e uma mulher
Arnaldo, Carlinhos e Zé

Dois homens e uma mulher
Arnaldo, Carlinhos e Zé
Um dia já fui chipanzé
Agora eu ando só com o pé

Pé em Deus
E fé na Taba
Pé em Deus
E fé na Taba

O tribalismo é um anti-movimento
Que vai se desintegrar no próximo momento
O tribalismo pode ser e deve ser o que você quiser
Não tem que fazer nada, basta ser o que se é
Chegou o tribalismo, mão no teto e chão no pé

Pé em Deus
E fé na Taba
Pé em Deus
E fé na Taba",Tribalistas,Tribalistas,Tribalistas,mpb,3KYlOzxN5xO7eEauO1VF06,62.0,2002,0.361,0.596,6.0,0.0,0.574,84.84700000000002,250453
98335,"Tira a maquiagem pra que eu possa ver
Aquilo que você se esforça pra esconder
Agora somos só nós dois, já podes parar de fingir

Mas cala essa boca e me diz com um olhar

Quem era você até me encontrar

Se agora és diferente, o que eu fiz que te fez mudar?

Eu lembro dos lábios tremendo ao dizer
""Eu não vivo sem você""
Então diga que não vai sair da minha vida
Diga que não passa de mentira
Quando dizem que o amor morreu
Tira essa roupa pra que eu possa ver
Que não há uma arma tentando se esconder
O mal vive num lar perfeito e sem infiltração
E tira o cabelo da cara e me diz
Se, por um segundo, quiseste me ver feliz
Ou se és o meu destino tentando me dar uma lição
Eu lembro de cerrar os punhos pra dizer
""Eu não amo mais você""
E diga que não volta mais pra minha vida
E que a nossa estrada é bipartida
Esqueça o dia em que me conheceu
Então diga que nem todo dinheiro dessa vida
Não vai comprar de volta a acolhida
Do peito de quem já foi todo seu
E a casa é minha, mas pode ficar
Eu volto amanhã e não quero mais te enxergar
Faça as suas malas e nunca mais volte aqui
E eu juro pela vida da mãe e do pai
Ciente do peso da expressão nunca mais
Volte a oferecer teu corpo a quem preferir
Viver ao lado de quem não tem nada pra dizer
Confesse pra mim de uma vez
Mas diga que nunca foi feliz nessa tua vida
Teu texto, teu sorriso de mentira
Pode enganar a todos, não a mim
Então diga que essa mão que acena na partida
Por tantos idiotas pretendida
É a mesma que decreta o nosso fim
Assisto ao teus passos como a um balé
Quem vais usurpar agora que ninguém te quer?
A verdade demora
Mas chega sempre sem avisar
E o grito contido no teu travesseiro
Ecoa nos lares do mundo inteiro
Não tira esse rímel
Pois hoje eu quero vê-lo borrar",Fresno,Diga Parte 2,Infinito,"rock,emo,emocore,hardcore",3mOxRZuy8k2WXJbRbeMpPF,41.0,2012,0.329,0.914,5.0,0.0,0.33,175.02599999999995,265007
98418,"Só queria mais um pouco desse sentimento louco
Te acordar de madrugada pra fazer de novo
E se isso for pecado, quem vai nos julgar

Quem nunca amou nunca vai entender
Essa loucura que eu sinto por você
Só sei que é bom demais, é bom demais

Mas quando te vejo com ela, a minha mão gela
Minha boca vai secando, eu vou ficando muda
Ô meu Deus, me ajuda, o que é que eu vou fazer

Eu sei que tá com ela pra manter as aparências
Mas nas suas horas de carência, você vem me ver

E a gente faz amor
Me diz que eu sou o seu amor
E vai embora antes do dia amanhecer

Eu sei que é errado e quem vai entender
Você é casado e eu não quero perder
Eu sei, tá com ela, mas amo você
Você e ela não tem nada a ver

Eu sei que é errado e quem vai entender
Você é casado e eu não quero perder
Eu sei, tá com ela, mas amo você
Você e ela não tem nada a ver

Sou mais eu e você

E a gente faz amor
Me diz que eu sou o seu amor
E vai embora antes do dia amanhecer

Eu sei que é errado e quem vai entender
Você é casado e eu não quero perder
Eu sei, tá com ela, mas amo você
Você e ela não têm nada a ver

Eu sei que é errado e quem vai entender
Mas eu amo você
Você e ela não têm nada a ver

Eu sei que é errado e quem vai entender
Você é casado e eu não quero perder
Eu sei, tá com ela, mas amo você
Você e ela não têm nada a ver

Sou mais eu e você",Marília Mendonça,Sentimento Louco - Ao Vivo,Marília Mendonça - Ao Vivo,sertanejo,5YdC74tZejyq3vurDOLFYz,57.0,2016,0.674,0.722,7.0,1.0,0.511,148.101,169865
98433,"Voc apareceu do nada
E voc mexeu demais comigo
No quero ser s mais um amigo

Voc nunca me viu sozinho
E voc nunca me ouviu chorar
No d pra imaginar quanto

cedo, ou tarde demais
Pra dizer adeus, pra dizer jamais

s vezes fico assim, pensando
Essa distncia to ruim
Por que voc no vem pra mim?

Eu j fiquei to mal, sozinho
Eu j tentei, eu quis chamar
No d pra imaginar quanto

cedo, ou tarde demais
Pra dizer adeus, pra dizer jamais",Titãs,Pra dizer adeus - Ao vivo,Acústico MTV,"rock,brazilian rock",1RxAzmAuN6KldKrMeVKkf2,55.0,1997,0.544,0.805,7.0,1.0,0.654,127.793,222427
98549,"Defumei o corredor
Perfumei o elevador
Pra tirar de vez o mal olhado
A saudade me esquentou
Consertei o ventilador
Pro teu corpo não ficar suado

Nessa onda de calor
Eu até peguei uma cor
Tô com o corpo todo bronzeado
Seja do jeito que for
Eu te juro meu amor
Se quiser voltar
Tá perdoado

Fui a pé a Salvador
De joelho ao Redentor
Pra ver nosso amor abençoado
Nosso lar se enfeitou
A esperança germinou
Ah! Tem muita flor
Pra todo lado

Pra curar a minha dor
Procurei um bom doutor
Me mandou beijar
Teu beijo mais molhado
Seja do jeito que for
Eu te juro meu amor
Se quiser voltar
Tá perdoado

E se voltar te dou café
Preliminar com cafuné
Pra deixar teu dia mais gostoso
Pode almoçar o que quiser
E repetir, te dou colher
Faz daquele jeito carinhoso

Deixa pintar o entardecer
E o sol brincar de se esconder
Tarde e chuva eu fico mais fogosa
E vai ficando pro jantar
Tu vai ver só, pode esperar
Que a noite será maravilhosa
Yeh! Yeh! Yeh

Fui a pé a Salvador
De joelho ao Redentor
Prá ver nosso amor abençoado
Nosso lar se enfeitou
A esperança germinou
Ah! Tem muita flor
Prá todo lado

Prá curar a minha dor
Procurei um bom doutor
Me mandou beijar
Teu beijo mais molhado
Yeh! Yeh! Yeh
Seja do jeito que for
Eu te juro meu amor
Se quiser voltar
Tá perdoado

E se voltar te dou café
Preliminar com cafuné
Prá deixar teu dia mais gostoso
Pode almoçar o que quiser
E repetir, te dou colher
Faz daquele jeito carinhoso

Deixa pintar o entardecer
E o sol brincar de se esconder
Tarde e chuva eu fico mais fogosa
E vá ficando pro jantar
Tu vai ver só, pode esperar
Que a noite será maravilhosa

Pode almoçar o que quiser
E repetir, te dou colher
Faz aquele jeito carinhoso
E vá ficando pro jantar
Tu vai ver só, pode esperar
Que a noite será maravilhosa",Maria Rita,Tá Perdoado,Samba Meu,"mpb,samba",5ua6ByZaOw4hlMP6i8Vjdz,52.0,2007,0.78,0.5710000000000001,11.0,0.0,0.858,102.026,227520
98580,"Novo dia
Sigo pensando em você
Fico tão leve
Que não levo padecer

Trabalho em samba
E não posso reclamar
Vivo cantando
Só para te tocar

Todo o dia
Vivo pensando em casar
Juntar as rimas
Como um pobre popular

Subir na vida
Com você em meu altar
Sigo tocando
Só para te cantar

É o bonde do dom que me leva
Os anjos que me carregam
Os automóveis que me cercam
Os santos que me projetam

Nas asas do bem desse mundo
Carregam um quintal lá no fundo
A água do mar me bebe
A sede de ti prossegue, a sede de ti

Lá-lá-iá-lá-iá-lá-ía
Lá-iá-lá-iá-lá-iá-lá-lá-iá-lá-iá

Novo dia
Sigo pensando em você
Fico tão leve
Que não levo padecer

Trabalho em samba
E não posso reclamar
Vivo cantando
Só para te tocar

Todo o dia
Vivo pensando em casar
Juntar as rimas
Como um pobre popular

Subir na vida
Com você em meu altar
Sigo tocando
Só para te cantar

É o bonde do dom que me leva
Os anjos que me carregam
Os automóveis que me cercam
Os santos que me projetam

Nas asas do bem desse mundo
Carregam um quintal lá no fundo
A água do mar me bebe
A sede de ti prossegue
A sede de ti prossegue, a sede de ti

Lá-lá-iá-lá-iá-lá-ía
Lá-iá-lá-iá-lá-iá-lá-lá-iá-lá-iá",Marisa Monte,O Bonde do Dom,Universo Ao Meu Redor,"mpb,bossa nova",7riLc7HPxboN91jlNr0W45,15.0,2006,0.7340000000000001,0.408,5.0,1.0,0.479,123.985,243707
98728,"Nada mal prum boçal
Retardado mental, infeliz
Tanto quis ser o tal
Conhecido entre os mais imbecis

Muito bem, você tem
O talento que faz de você
Tão proeminente panaca
Dos que não são comuns de se ver

Começou
Fazendo bobagem desde que chegou
Não parou
Nem quando o bar todo esvaziou

Bebe demais, fala demais
Mas na real não diz merda nenhuma
Só fica aí, cheio de si
Mas não resolve as cagadas que arruma

Enquanto você fica aí arrumando tumulto
Eu vou me aprimorando na arte do insulto

Nada mal prum boçal
Retardado mental, infeliz
Tanto quis ser o tal
Conhecido entre os mais imbecis

Muito bem, você tem
O talento que faz de você
Tão proeminente panaca
Dos que não são comuns de se ver

Começou
Fazendo bobagem desde que chegou
Não parou
Nem quando o bar todo esvaziou

Bebe demais, fala demais
Mas na real não diz merda nenhuma
Só fica aí, cheio de si
Mas não resolve as cagadas que arruma

Enquanto você fica aí arrumando tumulto
Eu vou me aprimorando na arte do insulto

Nada mal",Matanza,A Arte do Insulto,A Arte do Insulto,rock,2UX8moWR8EvEr2DKitSpmu,46.0,2006,0.451,0.947,4.0,1.0,0.815,156.18,180333
98781,"É pau, é pedra, é o fim do caminho .
É um resto de toco, é um pouco sozinho
É um caco de vidro, é a vida, é o sol
É a noite, é a morte, é o laço, é o anzol

É peroba do campo, é o nó da madeira
Caingá, candeia, é o MatitaPereira
É madeira de vento, tombo da ribanceira
É o mistério profundo, é o queira ou não queira

É o vento ventando, é o fim da ladeira
É a viga, é o vão, festa da cumeeira
É a chuva chovendo, é conversa ribeira
Das águas de março, é o fim da canseira

É o pé, é o chão, é a marcha estradeira
Passarinho na mão, pedra de atiradeira
É uma ave no céu, é uma ave no chão
É um regato, é uma fonte, é um pedaço de pão

É o fundo do poço, é o fim do caminho
No rosto o desgosto, é um pouco sozinho
É um estrepe, é um prego, é uma ponta, é um ponto
É um pingo pingando, é uma conta, é um conto

É um peixe, é um gesto, é uma prata brilhando
É a luz da manhã, é o tijolo chegando
É a lenha, é o dia, é o fim da picada
É a garrafa de cana, o estilhaço na estrada

É o projeto da casa, é o corpo na cama
É o carro enguiçado, é a lama, é a lama
É um passo, é uma ponte, é um sapo, é uma rã
É um resto de mato, na luz da manhã

São as águas de março fechando o verão
É a promessa de vida no teu coração
É uma cobra, é um pau, é João, é José

É um espinho na mão, é um corte no pé
São as águas de março fechando o verão,
É a promessa de vida no teu coração
É pau, é pedra, é o fim do caminho

É um resto de toco, é um pouco sozinho
É um passo, é uma ponte, é um sapo, é uma rã
É um belo horizonte, é uma febre terçã
São as águas de março fechando o verão
É a promessa de vida no teu coração
pau, pedra, fim, caminho
resto, toco, pouco, sozinho
caco, vidro, vida, sol, noite, morte, laço, anzol
São as águas de março fechando o verão
É a promessa de vida no teu coração.
Grupo Manchete, Você Em Primeiro Lugar!",Elis Regina,Águas De Março,Elis & Tom,bossa nova,15ouqiBsgL12olEwP3COsH,64.0,1974,0.654,0.393,3.0,1.0,0.5329999999999999,143.80100000000004,214366
98940,"Iaiá, se eu peco é na vontade
de ter um amor de verdade.
Pois é que assim, em ti, eu me atirei
e fui te encontrar
pra ver que eu me enganei.

Depois de ter vivido o óbvio utópico
te beijar
e de ter brincado sobre a sinceridade
e dizer quase tudo quanto fosse natural
Eu fui praí te ver, te dizer:

Deixa ser.
Como será quando a gente se encontrar?
No pé, o céu de um parque a nos testemunhar.
Deixa ser como será!
Eu vou sem me preocupar.
E crer pra ver o quanto eu posso adivinhar.

De perto eu não quis ver
que toda a anunciação era vã.
Fui saber tão longe
mesmo você viu antes de mim
que eu te olhando via uma outra mulher.
E agora o que sobrou:
Um filme no close pro fim.

Num retrato-falado eu fichado
exposto em diagnóstico.
Especialistas analisam e sentenciam:
Oh, não!

Deixa ser como será.
Tudo posto em seu lugar.
Então tentar prever serviu pra eu me enganar.

Deixa ser.
Como será.
Eu já posto em meu lugar
Num continente ao revés
em preto e branco, em hotéis.
Numa moldura clara e simples sou aquilo que se vê.",Los Hermanos,Retrato Pra Iaiá,Box Los Hermanos,"mpb,rock,indie rock",6jw8eLol4R2jNw2MlDIhCe,20.0,2012,0.519,0.43,5.0,0.0,0.6970000000000001,128.537,237267
99009,"Se você vier
Pro que der e vier
Comigo
Eu lhe prometo o sol
Se hoje o sol sair
Ou a chuva
Se a chuva cair

Se você vier
Até onde a gente chegar
Numa praça
Na beira do mar
Num pedaço de qualquer lugar

Nesse dia branco
Se branco ele for
Esse tanto
Esse canto de amor

Se você quiser e vier
Pro que der e vier
Comigo

Se branco ele for
Esse canto, esse tanto
Esse tão grande amor
Grande amor

Se você quiser e vier
Pro que der e vier
Comigo

Comigo",Geraldo Azevedo,Dia Branco,"O Grande Encontro 20 Anos: Alceu, Elba e Geraldo (Ao Vivo)",mpb,4l2QJ5ez55pJ9BxqXpfiqX,49.0,2016,0.311,0.257,2.0,1.0,0.209,133.542,239387
99083,"Hoje ninguém me segura
Groove vai sair pra rua
Me sinto bem na penumbra
Melhor amiga da lua
Convoca todas bandidas
Que sabem das fitas
Que libera as lista
E domina as pista
As mais terrorista
Kira deve tá de boa, Sasha deve tá na Lola
Charlotte saiu de lá do Jaraguá
Mary Onnet diz que vem, Sabrina também
Hoje tem set da Duda, eu vou me acabar
No caminho encontrar uns fã
""ô Groove por favor aparece no meu instagram"", eu digo
Como é que eu vou dizer não, bebê?
Se olhando nos teus olhos posso muito bem me ver
E perceber, faz parte do meu proceder
Te entender, saber que eu também sou você
No mais, um beijo, até mais
Que eu vou me jogar na pista sem olhar pra trás
Paz

Quando o sol se põe
Ela vai se enfeitar
Sabe bem como chamar atenção
Deusa do amor
A visão celestial
Ela é sensacional

Gloriosa
Requebra desse jeito, formosa
Subiu no salto, maravilhosa
Tombando no batom cor-de-rosa, rosa
Gloriosa
Do tipo que sabe que é gostosa
Num deita pra ninguém, afrontosa
No baile ela é a mais glamurosa, nossa

G-L-O-R-I-O-S-A
O poder está em mim, nem preciso soletrar
Hoje eu acordei assim, ninguém vai me derrubar
Huh, gloriosa

G-L-O-R-I-O-S-A
O poder está em mim, nem preciso soletrar
Hoje eu acordei assim, ninguém vai me derrubar
Huh, gloriosa

Hoje eu não tô pra brincar
Tô vestida pra matar
Joguei fumaça pro ar
Pedi pro DJ tocar
Aquele som que entra fácil na minha mente
Que mexe com o coração e o corpo da gente
As monas olham pra mim, os mano tenta entender
As mina pergunta assim ""quem maquiou, foi você?""
Só agradeço o apreço, peço licença pra ver
As manas juntas na pista, dançando pra entreter
No caminho até o bar
Sentir que o mundo pára pra ver a rainha passar
Só não fica passada, pode até me admirar
Me deixa a vontade que hoje eu quero aproveitar, ok
Ok, ok, então
Desce aí uns drinks
Não sou Danna Lisboa, mas
Hoje eu tô nos trinks
O brilho vem de dentro pois sei bem o meu lugar
Licença que o bonde das gloriosas vai passar

Quando o sol se põe
Ela vai se enfeitar
Sabe bem como chamar atenção
Deusa do amor
A visão celestial
Ela é sensacional

Gloriosa
Requebra desse jeito, formosa
Subiu no salto, maravilhosa
Tombando no batom cor-de-rosa, rosa
Gloriosa
Do tipo que sabe que é gostosa
Num deita pra ninguém, afrontosa
No baile ela é a mais glamurosa, nossa

G-L-O-R-I-O-S-A
O poder está em mim, nem preciso soletrar
Hoje eu acordei assim, ninguém vai me derrubar
Huh, gloriosa

G-L-O-R-I-O-S-A
O poder está em mim, nem preciso soletrar
Hoje eu acordei assim, ninguém vai me derrubar
Huh, gloriosa

E hoje ninguém segura
Se ela botar o pé na rua
Ela rebola, insinua
Nua, nua
E hoje ninguém segura
Quando ela botar o pé na rua
Melhor amiga da lua
Lua, lua

G-L-O-R-I-O-S-A
Gloriosa!
G-L-O-R-I-O-S-A
Gloriosa!
G-L-O-R-I-O-S-A
Gloriosa!",Gloria Groove,Gloriosa,O Proceder,"soul,rap",54KUdBTZKBMAWt8P4g1RZf,47.0,2017,0.846,0.843,8.0,1.0,0.913,91.0,278242
99754,"A degradação tem o seu preço, de trecho em trecho para trabalhar
A liberdade em troca de miséria, mancada séria pode matar
A soma de toda pobreza desmoraliza o social
Mão de obra farta escravizada, direitos humanos é opcional

Quanto custa um homem no...
Expresso da escravidão?
Quanto custa um homem no...
Expresso da escravidão no Brasil?

Escalado pelo tal de Gato, explorado pelo fazendeiro
Meses, meses, meses de trabalho, enganado e nada de dinheiro
Objeto descartável coagido pelo medo
Latifúndio escravagista, opressão pelo desespero

Quanto custa um homem no...
Expresso da escravidão?
Quanto custa um homem no...
Expresso da escravidão no Brasil?
Escravidão contemporânea no Brasil!
Escravidão contemporânea no Brasil!

A degradação tem o seu preço, de trecho em trecho para trabalhar
A liberdade em troca de miséria, mancada séria pode matar
A soma de toda pobreza desmoraliza o social
Mão de obra farta escravizada, direitos humanos é opcional

Quanto custa um homem no...
Expresso da escravidão?
Quanto custa um homem no...
Expresso da escravidão no Brasil?
Escravidão contemporânea no Brasil!
Escravidão contemporânea no Brasil!",Ratos De Porão,Expresso da Escravidão,Homem Inimigo do Homem,"crossover thrash,grindcore,hardcore punk",7DWPHuEmmbQTIZ5Uat5wBe,27.0,2006,0.311,0.997,4.0,0.0,0.257,139.197,164907
99873,"Você vive inventando maneira
De dizer sempre não pra dizer que me quer
Tá fazendo uma grande besteira
Desistir sem saber sem tentar sem viver

Isso já tá virando novela
Não precisa assistir pra saber o final

Vem pra mim, então, eu vou lhe mostrar
Vem pra mim, então, eu vou lhe mostrar

É assim que se faz, é assim que se ama
Assim te quero tanto, eu te quero bem
É assim que se faz, é assim que se ama
Assim te quero tanto, tanto oh, oh, oh",Luciana Mello,Assim Que Se Faz,Assim Que Se Faz,"mpb,pop",4XlaqUspMU73ZWXLG8Zlwc,47.0,2000,0.635,0.594,5.0,1.0,0.392,82.01299999999998,283133
99878,"Uh uh uh uh uh... Yeah yeah yeah!

Que delícia logo cedo você me dando bom dia,
Lábios na minha nuca enquanto sua mão me acaricia.
Fecho os meus olhos mergulho por inteira no clima,
Respeito e malícia juntos é química na medida.
Sussurrando me diz coisas que gosto de ouvir,
Sou rainha exclusiva e você ta aqui pra me servir.
Não quero ter o trabalho de ter que ai te pedir,
Sem preguiça tenta desvendar que te faz progredir.

Me mostra o que sabe fazer se eu não gostar vou te dizer,
Sem medo de ser feliz sem medo de se envolver.
Massageia meu ego conforme rola o procedê,
Sou uma caixa de surpresas, te ajuda a desenvolver.
Você me tem mas sou eu quem ta no comando.
Vou mais além, nem vêm se tiver se limitando.
Por enquanto eu to gostando, continuo analisando,
Meu comportamento demonstra que eu to te aprovando.

Dá o que eu mereço sem exitar, capricha no começo pra firmar
Mostra o que tem pra me oferecer,
se eu achar que tá bom vai permanecer

Chega apavora, descarta a ideia de embora.
Se o telefone tocar simplesmente a gente ignora.
Sintonia garantida ouvindo a trilha sonora.
Quase perco o juízo, ta delícia, ta da hora.
É, disso que eu to falando, sei que você ta entendendo,
Pode vim quente esbanjando todo seu talento.
Não me subestime acabo te surpreendendo,
Sou inédita, com o tempo vai aprendendo
Bebida fina pra da um grau, fica bem diferente.
Isso é sensacional, esquema pra experiente.
Direcionando com classe o que te pertence,
Disposta a dominar a qualidade que te convence.
Absolutamente compatível, auto nível,
Em outra língua posso te dizer que sou terrível.
A intenção é visível, irresistível.
Habilidades que tornam momentos insubstituível

Dá o que eu mereço sem exitar, capricha no começo pra firmar
Mostra o que tem pra me oferecer,
se eu achar que tá bom vai permanecer

Dá o que eu mereço sem exitar, capricha no começo pra firmar
Mostra o que tem pra me oferecer,
se eu achar que tá bom vai permanecer

Vai permanecer
Vai permanecer
Vai permanecer
Vai permanecer
eh eh eh eh

Dá o que eu mereço sem exitar, capricha no começo
Dá o que eu mereço sem exitar, capricha no começo
Dá o que eu mereço uh uh uh uh

Que delícia...

Terminou? Agora lava a louça ah ah ah",Karol Conká,Que Delícia,Batuk Freak,rap,0ZuXlUoWwS4xiGt1Iq7Y6H,32.0,2013,0.521,0.78,11.0,0.0,0.91,80.288,233253
100090,"Só nos últimos cinco meses
Eu já morri umas quatro vezes
Ainda me restam três vidas pra gastar

Só nos últimos cinco meses
Eu já morri umas quatro vezes
Ainda me restam três vidas pra gastar

Era um mar vermelho
Me arrastando do quarto pro banheiro
Pupila congelada
Já não sabia mais de nada

É besta assim, esse quase morrer
Desconsertante perceber
Que as coisas são
E tudo floresce a despeito de nós

Pálido, doente
Rendido e decadente
Viver parece mesmo
Coisa de insistente

A postura combativa
Ainda tô aqui viva
Um pouco mais triste
Mas muito mais forte

Agora que eu voltei
Quero ver me aguentar

Só nos últimos cinco meses
Eu já morri umas quatro vezes
Ainda me restam três vidas pra gastar

Só nos últimos cinco meses
Eu já morri umas quatro vezes
Ainda me restam três vidas pra gastar

A caixa de sombra se abriu
Foi um maremoto atrás do outro
Ferro na jugular
Tirando tudo do lugar

Se coisa ruim faz a gente crescer
E todo esse clichê
Já nem caibo mais na casa
Não caibo mais aqui

Pálido, doente
Rendido e decadente
Viver parece mesmo
Coisa de insistente

A postura combativa
Ainda tô aqui viva
Um pouco mais triste
Mas muito mais forte

Agora que eu voltei
Quero ver me aguentar

Só nos últimos cinco meses
Eu já morri umas quatro vezes
Ainda me restam três vidas pra gastar

Só nos últimos cinco meses
Eu já morri umas quatro vezes
Ainda me restam três vidas pra gastar

Pra gastar
Pra gastar
Só três vidas pra gastar
Pra gastar",Pitty,Setevidas,SETEVIDAS,"rock,alternative rock",2hTbrjvtzS4SUdnt6pc5CH,45.0,2014,0.521,0.7070000000000001,9.0,1.0,0.351,95.329,353320
100100,"Alô, alô, marciano
Aqui quem fala é da Terra
Pra variar estamos em guerra
Você não imagina a loucura
O ser humano ta na maior fissura porque
Tá cada vez mais down o high society

Down, down, down
O high society

Alô, alô, marciano
Aqui se tá virando zona
Cada um por si todo mundo na lona
E lá se foi a mordomia
Tem muito rei aí pedindo alforria porque
Tá cada vez mais down o high society

Down, down, down
O high society

Alô, alô, marciano
A coisa tá ficando russa
Muita patrulha, muita bagunça
O muro começou a pichar
Tem sempre um aiatolá pra atola Alá
Tá cada vez mais down o high society

Down, down, down
O high society

Alô, alô, marciano
Aqui quem fala é da Terra
Pra variar estamos em guerra
Você não imagina a loucura
O ser humano ta na maior fissura porque
Tá cada vez mais down o high society

Down, down, down
O high society",Elis Regina,"Alô, alô, marciano",2 É Demais,"pop,mpb",0wacj5AePmtFHt8mzdk6t4,39.0,1980,0.626,0.296,4.0,0.0,0.711,128.556,240427
100199,"Vocês gangstas falsos jogando GTA e eu drogado
Eu tô tipo em Guarulhos e vocês na vila Madalena
Já falei, vocês são boy e foda-se
Eu sou Neguinho do Kaxeta, vocês são MC Gui
Eu já apareci no Datena

Raffa Raffa Rockstar, Raffa vai te aposentar
Raffa punk 77, Raffa 77 swag
Raffa Raffa trapstar, Raffa Raffa punk rock
Raffa Raffa assassino, matei todos esses locks

Eu soube que cê me viu, ficou gelado
Quis atravessar a rua e eu tava armado
Você chamou os seus amigos pro seu lado
Quando eu saca a peça, corre arrombado
Não vou perdoar você tá ligado
Você vai sentir saudade de jogar Nintendo
Caralho, mano, cê chamou a polícia
Mano, mano, eu não to te entendendo
Você disse que você era gangster
Mano, eu não posso ir preso
Mano, se eu for pra cadeia
Eu viro um espírito e te mato por dentro
Eu vi sua foto, tu armado
Mas eu sei que era airsoft nego
E todos esses clipes falsos
Seu pai pago pra você, nego

Vocês gangstas falsos jogando GTA e eu drogado
Eu tô tipo em Guarulhos e vocês na vila Madalena
Já falei, vocês são boy e foda-se
Eu sou Neguinho do Kaxeta, vocês são MC Gui
Eu já apareci no Datena

Raffa Raffa Rockstar, Raffa vai te aposentar
Raffa punk 777, Raffa 77 swag
Raffa Raffa trapstar, Raffa Raffa punk rock
Raffa Raffa assassino, matei todos esses locks",Raffa Moreira,Rockstar,Rockstar Mixtape,"rap,hip hop,anime,rap,hip hop",5ZMHTeScBqe5CgaRYqWocc,31.0,2016,0.55,0.498,5.0,1.0,0.205,135.09,118361
100230,"Já faz um tempo
Que eu queria te escrever um som
Passado o passado,
Acho que eu mesma esqueci o tom
Mas sinto que eu te devo sempre alguma explicação.
Parece inaceitável a minha decisão.
Eu sei.

Da primeira vez quem sugeriu,
Eu sei, eu sei, fui eu.
Da segunda quem fingiu
Que não estava ali também fui eu.
Mas em toda a história,
É nossa obrigação
Saber seguir em frente,
Seja lá qual direção.
Eu sei.

Tanta afinidade assim, eu sei que só pode ser bom.
Mas se é contrário, é ruim, pesado
E eu não acho bom.
Eu fico esperando o dia que você
Me aceite como amiga,
Ainda vou te convencer.

Eu sei.

E te peço, me perdoa,
Me desculpa que eu não fui sua namorada,
Pois fiquei atordoada,
Faltou o ar,
Faltou o ar.

Me despeço dessa história
E concluo: a gente segue a direção
Que o nosso próprio coração mandar,
E foi pra lá, e foi pra lá.

E te peço, me perdoa,
Me desculpa que eu não fui sua namorada,
Pois fiquei atordoada de amor
Faltou o ar,
Faltou o ar.

Me despeço dessa história
E concluo: a gente segue a direção
Que o nosso próprio coração mandar,
E foi pra lá, e foi pra lá, e foi pra lá.",Tiê,Assinado Eu,Sweet Jardim,"mpb,pop",6WSe0HUhuI0ixtXdtfckCg,29.0,2009,0.635,0.19,9.0,1.0,0.451,120.662,182173
